GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,STARTERS_BENCH,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
22200081,1610612758,Kings,SAC,Sacramento,Starters,166:39,33,57,0.579,11,21,0.524,18,21,0.857,5,23,28,24,0,5,12,21,95
22200081,1610612748,MIA,Miami,heat,Bench,67:36,6,23,0.261,4,13,0.308,3,4,0.75,3,6,9,2,1,0,0,11,19
22200081,1610612758,SAC,Sacramento,kings,Bench,73:23,9,19,0.474,3,10,0.3,3,8,0.375,1,14,15,3,1,1,8,8,24
22200086,1610612742,Mavericks,DAL,Dallas,Starters,166:44,28,63,0.444,7,27,0.259,21,26,0.808,8,21,29,14,2,2,8,18,84
22200086,1610612760,Thunder,OKC,Oklahoma City,Starters,159:42,27,59,0.458,1,13,0.077,12,16,0.75,5,19,24,21,5,3,6,15,67
22200086,1610612742,DAL,Dallas,mavericks,Bench,98:16,10,32,0.313,1,13,0.077,6,8,0.75,4,16,20,3,6,3,8,12,27
22200086,1610612760,OKC,Oklahoma City,thunder,Bench,105:18,17,30,0.567,4,12,0.333,12,15,0.8,4,19,23,4,4,3,9,14,50
22200083,1610612751,Nets,BKN,Brooklyn,Starters,173:54,32,62,0.516,9,23,0.391,16,22,0.727,6,19,25,22,5,7,7,12,89
22200083,1610612754,Pacers,IND,Indiana,Starters,159:42,27,65,0.415,15,32,0.469,9,10,0.9,14,28,42,21,6,1,8,14,78
22200083,1610612751,BKN,Brooklyn,nets,Bench,66:08,9,20,0.45,5,16,0.313,4,4,1.0,0,9,9,7,1,2,2,8,27
22200083,1610612754,IND,Indiana,pacers,Bench,80:19,13,29,0.448,8,14,0.571,13,16,0.813,3,8,11,10,1,0,2,11,47
22200084,1610612741,Bulls,CHI,Chicago,Starters,171:51,27,55,0.491,10,23,0.435,21,22,0.955,3,27,30,16,5,2,14,14,85
22200084,1610612755,76ers,PHI,Philadelphia,Starters,150:41,23,51,0.451,8,19,0.421,21,25,0.84,4,25,29,21,5,4,15,13,75
22200084,1610612741,CHI,Chicago,bulls,Bench,68:09,9,25,0.36,1,8,0.125,5,7,0.714,6,4,10,6,2,1,4,6,24
22200084,1610612755,PHI,Philadelphia,sixers,Bench,89:19,16,28,0.571,6,10,0.6,1,2,0.5,4,8,12,7,3,2,2,9,39
22200085,1610612737,Hawks,ATL,Atlanta,Starters,162:19,35,73,0.479,10,21,0.476,12,15,0.8,8,23,31,14,4,1,9,11,92
22200085,1610612749,Bucks,MIL,Milwaukee,Starters,149:09,34,65,0.523,9,21,0.429,16,26,0.615,7,20,27,17,7,4,6,11,93
22200085,1610612737,ATL,Atlanta,hawks,Bench,77:41,10,21,0.476,3,8,0.375,0,0,0.0,4,7,11,5,1,1,3,12,23
22200085,1610612749,MIL,Milwaukee,bucks,Bench,90:51,11,27,0.407,5,15,0.333,3,3,1.0,7,15,22,7,1,1,5,7,30
22200082,1610612744,Warriors,GSW,Golden State,Starters,174:16,28,64,0.438,6,27,0.222,12,16,0.75,8,30,38,23,3,4,5,16,74
22200082,1610612766,Hornets,CHA,Charlotte,Starters,173:16,34,71,0.479,7,18,0.389,16,23,0.696,8,24,32,25,2,2,6,10,91
22200082,1610612744,GSW,Golden State,warriors,Bench,90:43,16,36,0.444,7,17,0.412,0,0,0.0,2,9,11,8,5,2,5,15,39
22200082,1610612766,CHA,Charlotte,hornets,Bench,91:44,9,31,0.29,3,13,0.231,8,8,1.0,7,16,23,7,0,0,4,4,29
22200077,1610612741,Bulls,CHI,Chicago,Starters,124:06,25,55,0.455,5,15,0.333,12,13,0.923,6,8,14,9,5,1,6,8,67
22200077,1610612759,Spurs,SAS,San Antonio,Starters,159:23,30,57,0.526,11,24,0.458,19,22,0.864,6,25,31,27,6,2,16,8,90
22200077,1610612741,CHI,Chicago,bulls,Bench,115:54,22,44,0.5,4,12,0.333,9,13,0.692,9,19,28,11,8,2,6,11,57
22200077,1610612759,SAS,San Antonio,spurs,Bench,80:37,16,29,0.552,5,14,0.357,2,4,0.5,2,9,11,10,1,1,4,9,39
22200078,1610612743,Nuggets,DEN,Denver,Starters,127:46,19,45,0.422,8,19,0.421,11,17,0.647,8,22,30,11,1,3,4,5,57
22200078,1610612762,Jazz,UTA,Utah,Starters,120:34,18,44,0.409,8,21,0.381,7,9,0.778,4,23,27,14,2,4,6,14,51
22200078,1610612743,DEN,Denver,nuggets,Bench,112:14,20,40,0.5,9,18,0.5,11,17,0.647,9,19,28,7,1,1,8,13,60
22200078,1610612762,UTA,Utah,jazz,Bench,119:26,20,47,0.426,2,18,0.111,8,10,0.8,4,7,11,10,5,4,3,16,50
22200072,1610612738,Celtics,BOS,Boston,Starters,186:27,33,68,0.485,10,29,0.345,20,26,0.769,2,21,23,20,7,2,15,18,96
22200072,1610612739,Cavaliers,CLE,Cleveland,Starters,209:04,40,70,0.571,13,23,0.565,24,30,0.8,8,27,35,16,5,2,12,18,117
22200072,1610612738,BOS,Boston,celtics,Bench,78:33,9,14,0.643,3,4,0.75,6,6,1.0,3,8,11,8,2,0,4,9,27
22200072,1610612739,CLE,Cleveland,cavaliers,Bench,55:57,5,17,0.294,3,12,0.25,2,4,0.5,1,6,7,2,0,0,3,10,15
22200079,1610612740,Pelicans,NOP,New Orleans,Starters,162:43,32,69,0.464,10,26,0.385,16,18,0.889,7,17,24,20,6,0,9,14,90
22200079,1610612756,Suns,PHX,Phoenix,Starters,128:58,24,48,0.5,5,16,0.313,17,18,0.944,2,15,17,20,4,3,9,5,70
22200079,1610612740,NOP,New Orleans,pelicans,Bench,77:17,6,17,0.353,5,11,0.455,4,4,1.0,2,7,9,5,4,1,4,7,21
22200079,1610612756,PHX,Phoenix,suns,Bench,111:02,24,44,0.545,5,17,0.294,1,2,0.5,12,18,30,13,3,4,3,13,54
22200074,1610612754,Pacers,IND,Indiana,Starters,162:33,34,59,0.576,13,23,0.565,26,29,0.897,2,29,31,19,2,5,6,10,107
22200074,1610612764,Wizards,WAS,Washington,Starters,156:34,30,65,0.462,8,22,0.364,15,17,0.882,5,21,26,20,5,2,10,14,83
